person_id,person_name,income
4902,Рыбаков Сергей Евгеньевич,20187436.450000003
4903,Савельев Николай Анатольевич,108570481.34
4904,Шмаков Владимир Иванович,85152405.89
4905,Лопота Виталий Александрович,46394638.0
4906,Райкунов Геннадий Геннадьевич,36232436.82
4907,Патрушев Дмитрий Николаевич,72807780.96
4908,Аюев Борис Ильич,25097277.33
4909,Франк Сергей Оттович,33150083.88
4910,Муров Андрей Евгеньевич,68141185.33999999
4911,Токарев Николай Петрович,201837642.35
4912,Быкова Вера Ивановна,2171174.99
4913,Пресняков Алексей Олегович,2522236.28
4914,Фомичева О. Н.,1892452.94
4915,Лукьяненко Т. Ю.,3496328.7
4916,Палфёрова А. В.,707977.11
4917,Васильева Алла Станиславовна,875631.55
4918,Тотоонов Александр Борисович,15719525.89
4919,Федоров Владимир Александрович,112684210.0
4920,Леденев Виктор Александрович,25201355.369999997
4921,Совина Т. В.,1118391.51
4922,Щербич С. С.,1733348.1
4923,Анисимов И. Н.,7221652.43
4924,Шляхтин Кирилл Леонидович,3213936.1100000003
4925,Першин Денис Вячеславович,1166722.3699999999
4926,Ревенко Кирилл Юрьевич,1987942.08
4927,Фомин Игорь Вадимович,147976251.0
4928,Хасиков Бату Сергеевич,2714441.0
4929,Цеков Сергей Павлович,19632337.98
4930,Бушуев Денис Валентинович,5208471.38
4931,Клым Людмила Леонидовна,3366330.42
4932,Сазонов В. В.,2444273.32
4933,Поддубоцкий Владимир Сергеевич,2549046.33
4934,Дук Алексей Викторович,1000673.0
4935,Василевская А. Б.,2056465.23
4936,Зенчик Виктор Иосифович,2403381.85
4937,Бельская Анна Николаевна,2507746.6
4938,Фидельман Сергей Романович,6169938.4
4939,Титова Клавдия Николаевна,10964820.61
4940,Савин Сергей Анатольевич,2338632.27
4942,Мезенцева Е. В.,946825.0
4943,Борщевская Т. А.,6921984.16
4944,Буглак Лилия Антоновна,2148564.41
4945,Драгун Ю. А.,1087549.78
4946,Гулиева Арзыгуль Иосифовна,1643914.78
4947,Гусев Дмитрий Николаевич,2903478.86
4948,Жвирко Лариса Борисовна,2419246.3200000003
4949,Иванова Евгения  Валентиновна,2876262.99
4950,Ивлиев Денис Викторович,3177627.24
4951,Карельская Елена Леонидовна,2741823.32
4952,Киреева Наталья Викторовна,4775382.41
4953,Красиков Николай Николаевич,2447471.0
4954,Ловенецкая Н. Е.,433185.76
4955,Нечушкина-Назарова Оксана Александровна,5847342.59
4956,Рубанов Игорь Павлович,3333058.58
4957,Рябошапка Леонид Леонидович,4378098.470000001
4958,Сергеева Ольга Вадимовна,3451455.5300000003
4959,Френтий Ирина Викторовна,1764000.0
4960,Храпунова Ю. Г.,1671715.33
4961,Годованюк Ольга Витальевна,3651701.96
4963,Карченкова О. В.,3423111.6500000004
4964,Гайдукевич Светлана Владимировна,1090556.56
4965,Диденко Ольга Николаевна,1163254.31
4966,Педченко Валерий Владимирович,2726567.52
4967,Молчановская Татьяна  Сергеевна,1098395.08
4968,Рамонене Татьяна  Анатольевна,493630.13
5006,Гаврикова Лариса Викторовна,599700.13
5039,Зеленский Р. В.,3518506.16
5041,Зорина Н. В.,1165485.65
5046,Иванова Ольга Васильевна,924979.39
5048,Истомина Юлия Сергеевна,1183506.18
5060,Климова Валентина Николаевна,864473.58
5065,Константинова Юлия Борисовна,1001269.62
5074,Бударгин Олег Михайлович,100142969.0
5075,Чубайс Анатолий Борисович,421195592.40999997
5099,Лакс Наталья  Александровна,3867407.6799999997
5101,Лесков А. Н.,748359.48
5123,Назарова Татьяна Петровна,2145909.86
5131,Панкстьянов Владимир  Владимирович,700210.0
5147,Пушкарева Оксана Владимировна,1993509.73
5153,Романов Андрей  Михайлович,1005165.0
5218,Харникова Н. В.,257115.53
5219,Цыганова И. В.,627679.0
5220,Чепкалева Э. В.,732977.02
5221,Чернышова В. В.,226345.02000000002
5222,Чернядьева И. А.,680243.0
5223,Шаворский В. Н.,273016.4
5224,Шевченко Игорь  Владимирович,408734.68
5225,Шерпитес Н. Е.,494048.0
5226,Щепотьев Н. Н.,850320.5800000001
5227,Яковлев Д. В.,294182.86
5228,Янчина Т. А.,257909.0
5229,Яркина К. А.,213849.35
5277,Финогенова Галина Петровна,2113189.45
5278,Перетко Станислав Эдвардович,858655.15
5279,Лагодская Наталья Викторовна,2351461.3600000003
5280,Чернышев Сергей Георгиевич,1618013.83
5281,Зубченко Марина Анатольевна,262191.32
5282,Голубцов Владимир Васильевич,3661672.98
5283,Жданова Ольга Юрьевна,1655211.33
5284,Нагорнова Светлана Николаевна,545642.98
5285,Степанова Светлана Николаевна,1232083.3900000001
5286,Пушная Анна Александровна,182906.56
5287,Степанова Галина Владимировна,1307498.31
5288,Штурмина Дарья Александровна,658311.42
5289,Завалко Инна Владимировна,812800.97
5290,Царик Татьяна Михайловна,1498028.7200000002
5291,Саханенкова Ирина Николаевна,3065558.5900000003
5292,Артемкина Светлана Валерьевна,708721.21
5293,Земскова Ольга Николаевна,387879.59
5294,Кадиров Артем Равильевич,822603.8300000001
5295,Резанова Юлия Владимировна,1116964.24
5296,Лазаренко Юлия Александровна,168507.0
5297,Толкачева Наталья Алексеевна,1960053.44
5298,Яшиницина Елена Леонидовна,729618.49
5299,Итаева Ольга Николаевна,434727.74
5300,Трубникова Виктория Викторовна,392391.12
5301,Сенникова Наталья Александровна,961503.4199999999
5302,Боярчук Татьяна Александровна,1442912.47
5303,Третьякова Татьяна Владимировна,909683.3099999999
5304,Алещенко Елена Анатольевна,2435829.87
5305,Захарчук Илона Евгеньевна,534710.38
5306,Бабаева Татьяна Михайловна,1029049.3200000001
5307,Ковылкин Юрий Алексеевич,3103485.1399999997
5308,Лытина Ольга Ивановна,1537572.38
5309,Савостина Светлана Анатольевна,2469045.2800000003
5310,Пикалова Зоя Ивановна,2617060.71
5311,Сиялова Любовь Ивановна,1358673.0699999998
5312,Карпичева Ирина Викторовна,2927012.51
5313,Чебаненко Эдуард Викторович,2964621.0999999996
5314,Кикор Валентина Петровна,9731661.98
5315,Беседина Ольга Игоревна,883402.55
5316,Сашнев Сергей Николаевич,2012362.54
5317,Трубина Антонина Петровна,1632919.1600000001
5318,Новгородцева Неля Васильевна,3472625.3600000003
5319,Луценко Николай Яковлевич,2149364.7199999997
5320,Аксарин Валерий Федорович,1504214.0
5321,Вологжина Людмила Валентиновна,4412341.88
5322,Клименок Тамара Павловна,3089863.4400000004
5323,Васильева Наталья Евгеньевна,3617643.44
5324,Шапаева Наталья Викторовна,1905497.91
5325,Бутько Кристина Ивановна,1275706.88
5326,Родионова Евгения Аркадьевна,3657277.2600000002
5327,Тральщикова Виктория Викторовна,789298.02
5328,Ивлиева Ирина Владимировна,1652183.33
5329,Черепанова Светлана Павловна,896462.01
5330,Конев Максим Викторович,860822.02
5331,Смирнова Светлана Вячеславовна,1737244.0699999998
5332,Захарова Надежда Константиновна,1823590.3
5333,Дудина Надежда Алексеевна,3268172.5500000003
5334,Большакова Людмила Юрьевна,1121787.1800000002
5335,Никитина Марина Калистратовна,1519446.0499999998
5336,Лесников Олег Борисович,495955.27
5337,Радченко Виктория Валерьевна,740732.9199999999
5338,Мостов Валерий Александрович,1443546.68
5339,Непомнящих Елена Борисовна,550898.11
5340,Бирюкова Людмила Николаевна,1089595.54
5341,Гамов Ярослав Олегович,1278552.1099999999
5342,Полухина Оксана Валерьевна,976601.06
5343,Михайлова Мария Александровна,3372798.74
5344,Морокова Лариса Вячеславовна,624512.8300000001
5346,Заев Юрий Юрьевич,1420400.0
5347,Чиназиров Азамат Вячеславович,3439634.43
5348,Черанев Анатолий Георгиевич,2005223.21
5349,Рудый Анатолий Анатольевич,36779464.54
5350,Хаустов Вячеслав Васильевич,12912495.01
5351,Хорова Наталья Александровна,15343911.82
5352,Титов Владимир Геннадиевич,31572144.410000004
5354,Аристархов Владимир Владимирович,177241783.95
5355,Булгаков Дмитрий Витальевич,46321693.12
5357,Артамонов Владимир Сергеевич,51619052.410000004
5358,Акимова Любовь Анатольевна,894560.0
5360,Осипов Александр Михайлович,60118486.63
5361,Гизатулин Ринат Ринатович,12586987.479999999
5362,Каламанов Георгий Владимирович,29987501.87
5365,Алхазов Дмитрий Михайлович,31863744.78
5366,Шестаков Илья Васильевич,36727668.18
5367,Паршикова Наталья Владимировна,38464021.55
5368,Аристов Сергей Алексеевич,22761548.0
5369,Вельмяйкин Сергей Федорович,13172019.57
5370,Шаталов Сергей Дмитриевич,60455717.70999999
5371,Беляков Сергей Юрьевич,4875020.29
5372,Сентюрин Юрий Петрович,34555718.48
5373,Смирнов Александр Александрович,6342507.76
5374,Бо­чар­ни­ков Вла­ди­мир Алек­се­е­вич,10957421.59
5375,Фрадков Михаил Ефимович,51793520.2
5376,Ковалев Сергей Петрович,8668486.0
5377,Артемьев Игорь Юрьевич,40078110.56
5378,Попова Анна Юрьевна,29730887.269999996
5380,Васильев Денис Александрович,15002846.35
5381,Забелин Вячеслав Николаевич,5850998.0
5385,Бойцов Андрей Артурович,13597314.059999999
5386,Гангало Елена Викторовна,9599651.46
5387,Кирий Любовь Леонидовна,21111036.0
5388,Жамойдик Михаил Владимирович,13949232.0
5389,Каланда Владимир Александрович,737338182.5
5391,Пархоменко Дмитрий Всеволодович,12272718.139999999
5393,Кравцов Сергей Сергеевич,88617830.78999999
5394,Бисеров Александр Юрьевич,13317920.97
5395,Смолин Владимир Владимирович,19353861.0
5396,Амирханов Амирхан Магомедович,15375211.719999999
5397,Шередин Роман Валериевич,7649223.32
5398,Жаров Александр Александрович,149205259.16
5399,Иванов Олег Анатольевич,16597510.470000003
5400,Черток Владимир Борисович,10782286.98
5403,Фесюк Даниил Валерьевич,24576575.119999997
5404,Спирин Владислав Викторович,26492602.490000002
5405,Аллилуева Ольга Геннадьевна,14411608.0
5406,Якимов Сергей Фотьевич,13013516.16
5408,Шкловец Иван Иванович,32870490.11
5409,Вовченко Алексей Витальевич,27367397.64
5410,Мильхина Ирина Петровна,14879132.73
5411,Короткий Юрий Федорович,16300549.47
5415,Радионова Светлана Геннадьевна,17209304.67
5416,Алёшин Алексей Владиславович,71427008.84
5419,Сазанов Сергей Владимирович,14851744.219999999
5420,Игнатьева Татьяна Павловна,36040611.71
5421,Воронин Владимир Васильевич,11715226.52
5424,Исаев Эли Абубакарович,24051508.8
5425,Бриль Денис Валерьевич,24434204.43
5426,Малинин Владимир Михайлович,22833443.69
5427,Голендеева Татьяна Николаевна,34692436.85
5430,Никаноров Вадим Анатольевич,9940684.0
5432,Тарасов Матвей Анатольевич,7280547.0
5433,Махов Константин Анатольевич,30756325.200000003
5434,Клим Олег Олегович,15747406.670000002
5435,Беляков Андрей Вячеславович,10585571.91
5436,Ведерников Александр Викторович,9068004.12
5438,Цыденов Алексей Самбуевич,17949107.65
5440,Луковников Евгений Валентинович,37956029.980000004
5442,Мицук Игорь Владимирович,18044543.740000002
5445,Дмитриев Юрий Игоревич,26450237.73
5446,Кротов Николай Степанович,14961203.190000001
5447,Панфилов Александр Викторович,35722307.63
5448,Горелик Сергей Павлович,3156106.9299999997
5449,Котюков Михаил Михайлович,58317214.20999999
5450,Медведев Алексей Михайлович,26953421.67
5451,Ефанов Петр Анатольевич,4490638.25
5452,Земсков Александр Ефимович,6990494.149999999
5453,Кирюхин Александр Викторович,53825896.01
5455,Повалко Александр Борисович,20016008.91
5456,Кравченко Денис Борисович,36121670.49
5459,Агапкина Наталья Ивановна,5469352.199999999
5460,Гусаров Иван Владимирович,580630.43
5462,Мурадов Георгий Львович,2247519.25
5463,Чесноков Александр Георгиевич,1959562.0
5464,Ратников Виктор Викторович,9303708.91
5465,Ефремова Лариса Ивановна,3839594.91
5467,Морозов Андрей Федорович,9689998.0
5469,Киселев Евгений Аркадьевич,23385536.29
5470,Бородин Юрий Викторович,7044952.4
5471,Гончаров Владимир Иванович,2085159.93
5472,Бусыгин Константин Дмитриевич,17313336.8
5473,Козлов Владимир Сергеевич,117368476.31000002
5474,Наумова Татьяна Владимировна,8293756.4799999995
5475,Григорьев Владимир Викторович,17381610.0
5477,Филатов Сергей Николаевич,1131712.04
5478,Саитов Аркадий Суюндукович,2361486.3
5479,Аникин Сергей Викторович,6007266.38
5480,Иванов Михаил Алексеевич,4596234.17
5483,Подолян Сергей Анатольевич,3179008.79
5484,Шебина Надежда Вячеславовна,3596514.8899999997
5485,Соколов Василий Игоревич,21686461.89
5486,Соколов Владимир Витальевич,4823068.82
5488,Петросян Евгений Робертович,1848386.9
5489,Зажигалкин Александр Владимирович,8612977.42
5490,Шамолин Александр Сергеевич,2494616.0
5491,Булыгин Фёдор Владиленович,2296511.5
5492,Мясников Игорь Геннадьевич,2374645.37
5493,Белякова Надежда Михайловна,3118180.89
5494,Бернарделли Сергей Евгеньевич,7431912.449999999
5495,Боева Анастасия Ивановна,761592.24
5496,Бурков Сергей Александрович,5004152.93
5497,Бутенко Иван Юрьевич,1632042.09
5498,Вакушин Дмитрий Владимирович,5867504.09
5499,Васина Ольга Андреевна,5186946.57
5500,Веселова Инна Владимировна,3730838.9699999997
5501,Вишнёв Михаил Юрьевич,4742435.19
5502,Воеводина Светлана Анатольевна,4892353.03
5503,Гаврилина Александра Алексеевна,1329466.55
5504,Гершевская Лилия Анатольевна,5357890.94
5505,Грибкова Татьяна Владимировна,985960.5
5506,Гриневич Владимир Борисович,5240119.300000001
5507,Гудков Денис Александрович,542450.72
5508,Давыдова Надежда Юрьевна,4983044.61
5509,Желонкина Лариса Викторовна,4503741.62
5510,Забирова Юлия Викторовна,1907218.6600000001
5511,Захарьян Карине Суреновна,890607.37
5512,Золотарев Александр Олегович,1706419.9500000002
5513,Илюшкина Наталья Викторовна,2768067.3600000003
5514,Киверская Алёна Сергеевна,7336450.899999999
5515,Киреева Илона Александровна,2313740.43
5516,Костенкова Анна Николаевна,1587435.27
5517,Красовских Евгения Александровна,2533662.73
5518,Кузнецова Инна Геннадьевна,2654137.35
5519,Лахтина Галина Алексеевна,908467.84
5520,Левченко Ксения Николаевна,780432.59
5521,Леонтьев Олег Валерьевич,2382476.0300000003
5522,Лейзерович Андрей Александрович,2894791.15
5523,Лысенко Юрий Николаевич,2070133.88
5524,Мананникова Светлана Валентиновна,514886.0
5525,Манухова Елена Леонидовна,4461171.1
5526,Матова Маргарита Арвидовна,5015442.7
5527,Метелкина Надежда Васильевна,5816308.05
5528,Михайлова Елена Александровна,3252985.55
5529,Михайлова Светлана Анатольевна,3372399.21
5530,Москалькова Марина Владимировна,2545056.8
5531,Никифорова Изольда Николаевна,6129617.34
5532,Николаев Виктор Иванович,4907217.040000001
5533,Новосельцев Дмитрий Сергеевич,2121282.46
5534,Орехов Иван Евгеньевич,5131458.37
5535,Оськина Анна Владимировна,1698505.44
5536,Петрова Анастасия Андреевна,5613336.16
5537,Петрова Симона Израильевна,3725685.89
5538,Плескач Екатерина Николаевна,2836410.5300000003
5539,Полднев Андрей Александрович,2933554.1
5540,Полонская Наталия Александровна,7515752.6
5541,Рай Елена Николаевна,3393630.7800000003
5542,Сазонова Елена Геннадьевна,7152722.710000001
5543,Седов Дмитрий Дмитриевич,3996601.44
5544,Сельцова Зинаида Ивановна,3393209.9800000004
5545,Сенькина Анастасия Викторовна,4065770.75
5546,Смирнова Татьяна Георгиевна,3355260.9800000004
5547,Соселия Екатерина Емзариевна,683783.5
5548,Степанов Алексей Викторович,4543046.85
5549,Степанцова Татьяна Владимировна,11580163.25
5550,Сумарокова Илона Борисовна,3246218.25
5551,Тимонина Светлана Геннадьевна,4261732.130000001
5552,Тодуа Светлана Викторовна,4597663.92
5553,Туманова Марина Анатольевна,3073417.7199999997
5554,Устюшенкова Татьяна Викторовна,2909078.2399999998
5555,Филиппова Светлана Витальевна,2819178.84
5556,Цветкова Валентина Георгиевна,4240019.79
5557,Цветкова Ирина Анатольевна,1267153.2200000002
5558,Цихлакиди Наталия Леонидовна,698248.59
5559,Цыцарева Людмила Викторовна,1379775.26
5560,Чапурина Диана Александровна,6847376.34
5561,Ширанков Виталий Дмитриевич,2205828.54
5562,Ширяевская Ирина Михайловна,3617716.0300000003
5563,Янсон Елена Александровна,4334752.779999999
5564,Янченкова Татьяна Ивановна,4566927.36
5565,Ярочкина Наталия Валерьевна,7691037.5600000005
5566,Ячейников Николай Михайлович,7704099.529999999
5570,Саришвили Григорий Наскидович,2620991.84
5571,Амунц Дмитрий Михайлович,7312197.0
5572,Белый Валерий Васильевич,795221.0
5575,Пристансков Дмитрий Владимирович,211699718.7
5576,Фрадков Павел Михайлович,10952045.629999999
5577,Шелихов Владимир Васильевич,15350495.990000002
5579,Панышев Дмитрий Олегович,9762472.360000001
5580,Онилов Юрий Федорович,4232475.96
5581,Волосов Александр Иванович,27814029.169999998
5582,Ходос Александр Васильевич,21512732.51
5583,Тарасов Владимир Петрович,8076356.76
5584,Грошев Александр Владимирович,11751896.4
5585,Наумов Олег Владимирович,13684935.0
5586,Астахов Игорь Георгиевич,7908355.27
5591,Костюк Андрей Александрович,15237197.58
5593,Киселева Юлия Евгеньевна,3721671.86
5594,Акмуллаева Веляде Небиевна,3029319.2
5595,Алескеров Тимофей Энверович,1197867.52
5596,Баранов Игорь Николаевич,3595443.0
5597,Батуркин Константин Иванович,4544461.15
5598,Блинова Татьяна Анатольевна,9938493.280000001
5599,Бондаренко Ирина Алексеевна,1185978.15
5600,Бреева Наталья Викторовна,2112686.89
5601,Булычева Елена Михайловна,7302869.61
5602,Валюженич Наталья Владимировна,6692985.2700000005
5603,Васина Евгения Борисовна,2099873.84
5604,Винчагова Светлана Валентиновна,965542.72
5605,Волков Сергей Владимирович,6111060.24
5606,Выскребенцева Наталья Александровна,3051452.68
5607,Габбасова Елена Фановна,2941032.04
5608,Ганюкова Ирина Викторовна,7374255.51
5609,Гладкова Ольга Ивановна,4588778.7
5610,Глушкова Мария Валерьевна,3763331.77
5611,Голубев Дмитрий Александрович,2131789.72
5612,Грачева Наталья Константиновна,1419323.67
5613,Дмитриев Вячеслав Авинерович,1164211.24
5614,Ермолаева Наталия Павловна,1137603.5
5615,Зеленцова Надежда Анатольевна,778122.12
5616,Збитнева Ирина Анатольевна,5859145.03
5617,Казицын Никита Михайлович,2899434.05
5618,Калашников Андрей Витальевич,2438015.1399999997
5619,Канашев Владимир Александрович,3404608.9399999995
5620,Каширина Виктория Викторовна,9754967.66
5621,Кирсанов Михаил Алексеевич,5625918.2
5622,Классен Надежда Борисовна,2580382.3200000003
5623,Клепикова Светлана Игоревна,1490632.91
5624,Коленкина Евгения Викторовна,341018.68
5625,Колесникова Ирина Алексеевна,2481378.65
5626,Константинова Любовь Борисовна,3066646.93
5627,Королева Галина Евгеньевна,5222640.26
5628,Короткова Наталия Вячеславовна,2461485.87
5629,Кузнецов Сергей Анатольевич,8576237.76
5630,Кузьмина Светлана Викторовна,3223048.54
5631,Ладоха Дмитрий Александрович,2049587.5
5632,Лакшина Ольга Вячеславовна,7367636.41
5633,Ларина Татьяна Викторовна,2122437.98
5634,Латыпов Владимир Александрович,6891276.63
5635,Лахманов Сергей Павлович,990103.06
5636,Литовченко Анна Николаевна,1309247.6
5637,Логиновская Галина Тимофеевна,8067940.3100000005
5638,Ляпакин Вячеслав Викторович,9402448.31
5639,Малеванная Любовь Васильевна,3490083.3099999996
5640,Малышева Мария Александровна,1317624.9
5641,Маслов Александр Юрьевич,6279734.0
5642,Машин Владимир Васильевич,3597331.04
5643,Мирзабекова Ирина Сергеевна,3717311.5599999996
5644,Мирошникова Татьяна Сергеевна,601197.75
5645,Назарова Наталья Юрьевна,8687566.04
5646,Нерчук Николай Михайлович,6049258.41
5647,Обухова Нина Павловна,1674334.42
5648,Пальшина Валентина Николаевна,5384822.67
5649,Прокофьев Юрий Анатольевич,3567911.68
5650,Прокофьева Елена Николаевна,2934658.65
5651,Расчинская Ирина Юрьевна,749759.9199999999
5652,Романова Наталия Юрьевна,1890790.41
5653,Рубцова Галина Алексеевна,5031663.71
5654,Рябцева Ольга Александровна,1315636.85
5655,Савкина Евгения Анатольевна,2074068.34
5656,Смирнова Елена Николаевна,2148018.22
5657,Смирнова Галина Викторовна,3365563.54
5658,Совкова Олеся Георгиевна,1723008.01
5659,Соколова Татьяна Олеговна,1158678.08
5660,Судакова Ольга Сергеевна,1534551.2
5661,Сытнова Людмила Петровна,2526171.98
5662,Тарасов Дмитрий Рудольфович,2079568.31
5663,Тарасова Светлана Арьевна,4233034.25
5664,Трофимец Александр Сергеевич,2449939.41
5665,Федоров Владимир Никонорович,3952754.59
5666,Форш Николай Николаевич,879813.75
5667,Фролова Алена Сергеевна,1930163.4
5668,Хоменок Алексей Леонидович,1909140.2800000003
5669,Цибизова Ольга Владимировна,4806305.98
5670,Чебаев Виталий Александрович,1341141.6099999999
5671,Чернышова Ирина Владимировна,1116730.77
5672,Шабанова Екатерина Валентиновна,1443312.54
5673,Шайдорова Татьяна Вячеславовна,924184.35
5674,Шестакова Мария Георгиевна,2545031.8200000003
5675,Яковлев Юрий Владимирович,8627577.59
5676,Демидов Александр Юрьевич,79275801.97
5677,Гуральников Сергей Борисович,68456149.21
5678,Прокофьев Станислав Евгеньевич,78183667.48
5682,Пономарев Сергей Алексеевич,30117616.0
5683,Остапенко Олег Николаевич,7358722.0
5684,Иванов Александр Николаевич,34891349.760000005
5685,Киселев Михаил Филиппович,2816746.76
5686,Рогожников Вячеслав Александрович,10883970.98
5687,Романов Владимир Васильевич,17297624.18
5688,Зверев Дмитрий Станиславович,33544629.5
5689,Богомолов Василий Петрович,17664467.46
5690,Первушин Николай Иннокентьевич,15599569.11
5691,Меньщиков Владислав Владимирович,22414525.35
5694,Гарнец Валерий Николаевич,19601002.79
5695,Аверченкова Татьяна Николаевна,3777423.5700000003
5696,Артемова Арина Александровна,4083307.31
5697,Артемьева Надежда Станиславовна,5905074.7
5698,Баклагина Оксана Александровна,1766600.42
5699,Барамыкина Светлана Сергеевна,919670.9299999999
5700,Бойцова Юлия Александровна,1491376.06
5701,Брагина Елена Дмитриевна,981205.98
5702,Васильева Ольга Владимировна,1310393.72
5703,Вебер Ольга Владимировна,691388.93
5704,Войтеховская Альбина ,776298.74
5705,Волкова Татьяна Александровна,2415311.79
5706,Гадалова Ольга Михайловна,1313054.94
5707,Германовская Юлия Владимировна,2980250.51
5708,Гилева Наталья Михайловна,1733742.54
5709,Гирин Алексей Борисович,7058744.5200000005
5710,Гладущенко Эвелина Юрьевна,898301.55
5711,Громов Александр Евгеньевич,2260184.81
5712,Гущин Павел Александрович,2193827.92
5713,Дегтярев Сергей Михайлович,1261995.73
5714,Дикова Нелли Ивановна,2985441.5
5715,Елисеев Дмитрий Николаевич,2657509.5700000003
5716,Ерин Алексей Александрович,1929668.6099999999
5717,Ефимчук Галина Николаевна,3001339.2800000003
5718,Жданкина Ирина Анатольевна,6910847.69
5719,Заглубоцкая Гульфия Мукадесовна,2554358.99
5720,Зазнобина Наталья Владимировна,802751.57
5721,Зайцев Сергей Иванович,6040974.6
5722,Иванова Елена Геннадьевна,2011777.78
5723,Казаков Алексей Геннадьевич,2466485.91
5724,Казонен Маргарита Семеновна,1248712.27
5725,Калёнов Сергей Валентинович,440996.85
5726,Карпухина Наталья Васильевна,1618262.37
5727,Катриченко Светлана Николаевна,609726.59
5728,Ключарева Ирина Венедиктовна,1916575.7000000002
5729,Ковалюк Елена Юрьевна,839489.6900000001
5730,Кокина Ольга Александровна,4043611.0
5731,Костылева Инга Сергеевна,1652562.77
5732,Кузьмина Ирина Николаевна,2171190.2600000002
5733,Куликова София Сергеевна,1569647.9100000001
5734,Курбатов Александр Владимирович,4496003.640000001
5735,Лисовская Елена Васильевна,1893283.32
5736,Лопатко Светлана Владимировна,653803.81
5737,Лубенский Михаил Игоревич,443731.82
5738,Львова Ирина Михайловна,826196.75
5739,Любачев Александр Викторович,3290078.2
5740,Мадорский Борис Леонидович,1832133.6600000001
5741,Максимова Татьяна Владимировна,2105340.79
5742,Марциновская Валерия Германовна,1748012.29
5743,Марченко Василий Владимирович,3784937.3099999996
5744,Меньшова Вера Михайловна,3996473.71
5745,Метельков Владимир Вячеславович,5134460.24
5746,Москвитина Марина Алексеевна,910371.32
5747,Мурашкова Виктория Александровна,371339.08
5748,Назарова Надежда Васильевна,779159.17
5749,Никишина Наталия Евгеньевна,3097095.3600000003
5750,Новожилова Татьяна Олеговна,9615358.98
5751,Орлова Валентина Владимировна,2026079.7399999998
5752,Павлович Сергей Евгеньевич,4180351.93
5753,Пархоменко Елена Сергеевна,2611953.21
5754,Петрова Наталия Владимировна,4195753.37
5755,Петрова Наталья Владимировна,747243.49
5756,Пищенкова Наталья Васильевна,3242704.48
5757,Полунин Виктор Михайлович,6120451.78
5758,Полянский Антон Евгеньевич,2699319.84
5759,Попов Виктор Михайлович,2856704.96
5760,Прудан Ирина Юрьевна,2513668.23
5761,Пряникова Лариса Владимировна,1536232.8
5762,Пусенкова Анастасия Александровна,1460855.49
5763,Родионов Александр Владимирович,3649289.0599999996
5764,Рыбченко Татьяна Анатольевна,1921646.87
5765,Сабурова Инна Геннадьевна,2921059.33
5766,Савостина Регина Игоревна,1474753.59
5767,Сажнов Василий Владимирович,9400645.36
5768,Сбитнева Елена Павловна,7809334.69
5769,Смоля Ирина Ивановна,2695104.99
5770,Соколова Елена Александровна,921348.0
5771,Сорокин Андрей Викторович,1412231.0
5772,Станкевич Мария Валерьевна,2727144.83
5773,Сугак Ольга Игоревна,5242983.84
5774,Тарасов Никита Сергеевич,513759.15
5775,Ткачук Светлана Петровна,3465906.42
5776,Трофимова Елена Валерьевна,2995909.2
5777,Урбас Наталья Леонидовна,3181957.2600000002
5778,Фациевич-Слинченко Владимир Степанович,3074116.16
5779,Федорова Елена Александровна,3140939.08
5780,Хмельницкая Ольга Валерьевна,1755395.9700000002
5781,Царева Надежда Владимировна,4309507.34
5782,Черкасская Наталия Борисовна,916142.23
5783,Чернышова Елена Викторовна,1698986.1800000002
5784,Шаврова Ольга Николаевна,4588456.13
5785,Шпартюк Владимир Викторович,3889293.6799999997
5786,Юрьева Ольга Николаевна,2485268.06
5787,Новоселова Людмила Александровна,43126374.83
5788,Кузнецов Владимир Иванович,4451460.0
5789,Максимова Марина Алексеевна,2663893.0
5790,Урлеков Виктор Николаевич,2812810.0
5792,Олькова Татьяна Михайловна,2750592.0
5793,Устюжанинов Владимир Анатольевич,2967000.0
5794,Щелокаева Татьяна Анатольевна,2326000.0
5795,Шошин Павел Витальевич,4392000.0
5796,Бабенко Андрей Николаевич,8487200.0
5797,Борисов Григорий Николаевич,3693100.0
5798,Виляк Олег Ильич,7672000.0
5799,Доржиев Эрдэм Петрович,3310739.0
5800,Ячменёв Георгий Григорьевич,3455214.0
5801,Шевченко Александр Семенович,5469281.0
5802,Аппакова Татьяна Анатольевна,5102450.0
5803,Грачёв Геннадий Михайлович,6761131.0
5804,Балинская Ирина Ивановна,2891000.0
5805,Карасев Владимир Федорович,3817000.0
5806,Елизаров Виктор Александрович,5912000.0
5807,Алейник Владимир Сергеевич,611872.0
5808,Анисцов Юрий Владимирович,7889083.59
5809,Балакирев Александр Федорович,3328032.98
5810,Баринов Александр Борисович,6775521.58
5811,Басаргина Людмила Владимировна,3704244.79
5812,Березина Елена Ивановна,2758114.0
5813,Бовт Наталья Владимировна,5535734.0
5814,Бойцова Светлана Валерьевна,2129501.71
5815,Болеславская Маргарита Игоревна,691662.0
5816,Большакова Галина Антоновна,4024621.0
5817,Борсук Жанна Михайловна,3309525.23
5818,Бурцева Ольга Анатольевна,3411514.1
5819,Васильев Андрей Николаевич,3556609.26
5820,Васильева Людмила Алексеевна,2286033.87
5821,Волкова Татьяна Александровна,4620963.0
5822,Ганичева Елена Вениаминовна,4964840.970000001
5823,Гарасевич Станислав Евгеньевич,3003277.0
